"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"AT2G27010" 1080.18261839595 1.2278465785648 0.157918458251171 7.77519355344706 7.53321327951474e-15 2.92439339510762e-12
"AT2G27402" 159.46670085693 1.32754268256119 0.230432621413528 5.76108831474353 8.35732942300658e-09 9.88116329546544e-07
"AT2G28460" 536.064128901951 0.654211792991884 0.163938518078917 3.99059233094299 6.59084844991669e-05 0.0018253750546428
"AT2G28630" 6359.59069122104 1.18672153196222 0.269614354387991 4.4015517447356 1.07479428096602e-05 0.000430879662517394
"AT2G28720" 665.492778354231 0.627210869033175 0.111353107654072 5.63263012812954 1.77481833575447e-08 1.9050262062854e-06
"AT2G29525" 406.405465270833 0.657573131696877 0.133955544048341 4.90889075452956 9.15929799327955e-07 5.5269007476546e-05
"AT2G29620" 1899.15006901271 0.785988627640425 0.173673450432041 4.5256694427683 6.02046213254726e-06 0.000267611839678036
"AT2G29740" 740.292539128375 0.665094706923693 0.136782609483458 4.86242154200258 1.15958346494876e-06 6.71866121034489e-05
"AT2G31440" 506.171745386806 0.704929463124588 0.136290900725507 5.17224157571849 2.31302272891477e-07 1.67834658572844e-05
"AT2G31585" 2546.55800942007 0.6852943004442 0.161699256542828 4.23807947603451 2.25439970085049e-05 0.000783723549734472
"AT2G31930" 107.027042828443 0.712909050248305 0.216476013362163 3.29324731722406 0.000990373169256753 0.0142569665379038
"AT2G34010" 188.591181074435 0.735510238034926 0.26118616740111 2.81603825100502 0.00486198775504408 0.0443751641028553
"AT2G34490" 1590.1305135837 0.669384360896914 0.23948776413833 2.79506706033747 0.00518889504114461 0.0465203015005159
"AT2G35585" 253.727117448512 0.608347726184594 0.188859399600169 3.22116732062327 0.00127669588342191 0.0171217119428117
"AT2G35810" 1042.24188210779 0.690095090341236 0.190753523571951 3.61773181128651 0.000297196112744748 0.00590135708273715
"AT2G36050" 948.79624507808 0.587233366632361 0.185821033518441 3.16020934505287 0.00157655817031903 0.0198171575299897
"AT2G36307" 283.028630913373 0.734670722193659 0.176263646896188 4.16802179649869 3.07254559870862e-05 0.00101367892471843
"AT2G36500" 527.629341443808 0.687310032955611 0.190729850004979 3.60357874206721 0.000313865603177733 0.00613301814531522
"AT2G37130" 72946.6010825225 0.920874382611834 0.160527100615311 5.73656646810452 9.66151435552409e-09 1.11403956618251e-06
"AT2G37310" 77.1827616403607 0.832016671637469 0.297911055872977 2.79283583215597 0.00522482010408874 0.0467344507927938
"AT2G37440" 105.290839068728 0.977064145183862 0.335504035520257 2.91222769845005 0.00358860935815271 0.0353578211379411
"AT2G37750" 5560.76212611582 0.746290609166737 0.224564358299089 3.32328164103754 0.000889650430578606 0.0132746558802286
"AT2G37870" 306.648251944253 0.839329839764791 0.188913166203333 4.44293987885098 8.8737967719137e-06 0.000369746823634014
"AT2G38220" 18.2838272139672 1.57611686191901 0.526497888748248 2.99358629085149 0.0027571952870756 0.0293281586287259
"AT2G38640" 421.217790239426 0.72162488700407 0.202241768861931 3.56812982335374 0.000359538359903692 0.0068306423155602
"AT2G38760" 1814.62060270273 0.673616326044927 0.176446983643267 3.81766982997463 0.000134718048672176 0.00319590041613913
"AT2G38790" 1781.88802065121 1.40141980617407 0.218016131228188 6.42805556762801 1.29246498448563e-10 2.29802247470528e-08
"AT2G39180" 1448.77204641656 0.64858186820066 0.134058478170663 4.83805184909666 1.31117941664334e-06 7.39467093764086e-05
"AT2G39370" 753.755479465258 0.660794727489945 0.179473745864227 3.68184619041628 0.000231551097254478 0.00486319942042498
"AT2G39700" 1944.26678368629 0.814199827150516 0.0998616642665028 8.15327716727857 3.5419257905675e-16 1.61761834340977e-13
"AT2G40470" 161.890592990061 0.646383713381285 0.197597526411578 3.27121358814444 0.00107086998719011 0.0150441258479705
"AT2G41780" 471.541172205943 0.644425413485315 0.154076342745948 4.18250720389885 2.88311879142236e-05 0.000960709626463657
"AT2G43018" 19.6025133173724 3.28163704347667 1.13643442716672 2.88766070881734 0.00388118279817528 0.037557336823888
