"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"AT1G01010" 850.671653660321 0.288698259238737 0.0907140290666738 3.18250949945732 0.00146004726198226 0.0188720426337907
"AT1G01140" 4346.87026848675 -0.257692721509761 0.0914642216866455 -2.8174155616019 0.00484118423933454 0.0442894199931579
"AT1G01180" 1848.8819893496 0.461508296892404 0.143966755537995 3.20565880065696 0.00134753668884484 0.017729781244471
"AT1G01290" 705.236984920655 -0.256070742406448 0.0905266342599905 -2.82867848230189 0.00467406300615624 0.0430139373920945
"AT1G01360" 1066.21765450123 0.313318131445798 0.0867941069806528 3.60990097536967 0.000306313921796587 0.00602840714675003
"AT1G01560" 87.3872085080698 -2.63461299188794 0.776194688400417 -3.39426825674026 0.000688122517796 0.0111458620893633
"AT1G01620" 105837.407256031 0.361278940739769 0.12227392593316 2.95466869148585 0.0031300498196012 0.0320885213020031
"AT1G01680" 42.4027077659188 -2.79456490969253 0.759666931152202 -3.67867126380499 0.000234452230872303 0.00490643428704194
"AT1G01710" 1993.48207233478 0.272907041333965 0.0781221419929146 3.49333792407685 0.000477022450859208 0.00851467260962665
"AT1G01770" 3554.78916007499 -0.345998082136093 0.0666145523171186 -5.19403148562748 2.05788314216024e-07 1.51684221984799e-05
"AT1G01930" 1121.98865149573 -0.452614569714822 0.0930467377227198 -4.86437870679161 1.14816890960477e-06 6.66911477369434e-05
"AT1G02010" 1223.72615194817 -0.604896347633459 0.104525405341368 -5.78707488057986 7.16226566771648e-09 8.68872353814856e-07
"AT1G02100" 2916.81337732432 0.260206711125051 0.0628532904638896 4.13990594930818 3.47448241070769e-05 0.00112555833532967
"AT1G02230" 108.166853259962 -1.97622046262867 0.5254685976342 -3.7608726221246 0.000169321641266045 0.003810473109535
"AT1G02440" 29.1567609959007 -1.83748355707888 0.574974703359515 -3.19576417248039 0.00139461049099556 0.0181775420012694
"AT1G02470" 549.018554225251 -1.64170176766147 0.237489238996799 -6.91274170819841 4.75375046180867e-12 1.07499374520823e-09
"AT1G02500" 14355.0254439965 -0.217234761273132 0.0566913272480879 -3.8318870243148 0.00012716413498252 0.00307481090692621
"AT1G02520" 1641.00860833321 -1.33964109739037 0.331053512042647 -4.04659986575765 5.19669598644513e-05 0.00152667535183822
"AT1G02560" 2388.43982111775 -0.28180767595213 0.101002951204082 -2.79009348333518 0.00526928248122883 0.0469159508993814
"AT1G02620" 97.9242079156553 -1.86736879906761 0.375091816763885 -4.97843118833778 6.41017249923544e-07 4.07425898046819e-05
"AT1G02690" 535.825435316721 0.339174898642907 0.115547844684893 2.93536326504282 0.00333157407357174 0.0335127577992855
"AT1G02800" 579.734403501146 -0.75601893864632 0.250189891089584 -3.02178051780524 0.00251292681643482 0.0275052121280074
"AT1G02860" 6233.2518225751 0.489990740405055 0.132640685710049 3.69412098393526 0.000220648735758021 0.00468491372222045
"AT1G02930" 13209.35757051 -4.39695416888743 1.38422793742208 -3.17646685926316 0.00149080821966614 0.0191527330680991
"AT1G03100" 290.947368463172 -0.518828893654072 0.128047213991158 -4.05185616681905 5.08129006887905e-05 0.00150194680563872
"AT1G03130" 1832.92349405382 -0.86355370027176 0.262882872441052 -3.28493709861376 0.0010200514151805 0.0145755972326024
"AT1G03160" 2532.23242753638 -0.531487482211785 0.121220674180506 -4.38446235186223 1.1627258840941e-05 0.000458875373359597
"AT1G03200" 705.215675398638 0.466131998976316 0.111181032067726 4.19254966703646 2.75836666093768e-05 0.000925761905858218
"AT1G03210" 899.713693219718 0.333666346563335 0.0963249102217118 3.46396737661455 0.000532271058202362 0.00920390310887114
"AT1G03310" 399.67280854833 -0.388792130186678 0.113273950495085 -3.43231721404072 0.000598447135341929 0.0100744714143456
"AT1G03350" 3268.05814410712 0.226864454022691 0.066603374279089 3.40620060887693 0.000658737561248293 0.0107899544842442
"AT1G03390" 161.815307527035 -1.7757622670827 0.176550103246849 -10.0581208077793 8.45976848263925e-24 1.31363284998422e-20
"AT1G03430" 1567.44571955728 0.303920705965506 0.0881780517485122 3.44667068435921 0.000567539930416842 0.0096701829255809
"AT1G03457" 1181.14352762395 0.441901351685586 0.110558043555977 3.997007702672 6.41482144744996e-05 0.00178511375333339
"AT1G03550" 957.58127547734 0.526808258403869 0.095891029278692 5.49382212670577 3.93326659455504e-08 3.73933247021943e-06
"AT1G03880" 190.269546590987 -2.22747018419933 0.468914296416833 -4.75027142746626 2.03143795163158e-06 0.000107050345632133
"AT1G03890" 26.6404062416986 -2.07309097508063 0.717257140178229 -2.89030371250887 0.00384869797535519 0.0373205134229697
"AT1G03935" 483.463281926213 0.382395340871739 0.111791899486021 3.42059972708089 0.000624832220197237 0.0104028535188235
"AT1G03960" 435.933140746969 -0.377268715988014 0.121815495629909 -3.09705028935075 0.00195456712354536 0.0230978069211661
"AT1G03970" 930.438048477209 0.274125492384829 0.0838258364210884 3.27017902938414 0.0010747943822088 0.015071710265146
"AT1G03990" 128.234376098144 -1.42883059077808 0.237756296435184 -6.00964353920948 1.85931681130267e-09 2.56255663721075e-07
"AT1G04220" 1351.28984401678 0.46753932260775 0.164121721823991 2.84873517905907 0.00438933991667958 0.0411411355350271
"AT1G04310" 1924.75433094552 -0.324227555692658 0.0962424572374139 -3.36886198668892 0.000754792126609368 0.0118547661584527
"AT1G04420" 851.577092444793 -0.62514285110438 0.22522788580104 -2.77560147084368 0.00550997025207406 0.0482837573782201
"AT1G04445" 15.0486001508509 -1.86288499836062 0.623652699301495 -2.98705513573034 0.00281678916681492 0.0297815039825025
"AT1G04580" 9.96800384997571 -2.26292804950775 0.737060152383506 -3.07020809928457 0.00213909669819854 0.0247019535421123
"AT1G04910" 2820.33623187683 -0.333708212066786 0.0765291279206634 -4.36053854439236 1.29742724182443e-05 0.000500325750274414
"AT1G05150" 4475.39677612342 0.22949691285684 0.0696342026857324 3.29574984713457 0.000981593767853638 0.0141654850539104
"AT1G05200" 899.661936547196 -0.482674558585292 0.101514996485611 -4.75471186814954 1.98729637438922e-06 0.000105439879617936
"AT1G05230" 1632.68576677631 0.494259702914607 0.147966130545791 3.34035702016042 0.000836707517658175 0.0127543138097475
"AT1G05320" 3822.4840274361 0.495042904551755 0.128795523514789 3.84363439848056 0.000121225561413069 0.00297532747780106
"AT1G05560" 1436.58638562286 -1.17723767898558 0.331860954611968 -3.54738230763568 0.000389079545340634 0.00726157112986703
"AT1G05562" 858.38133907267 -1.40558653056403 0.316285268211399 -4.44404678887721 8.82823923696409e-06 0.000369169386548236
"AT1G05675" 21.3385762084706 -2.2063670144905 0.642422327883627 -3.43444945595069 0.000593758791599138 0.0100216157782081
"AT1G05700" 137.701582844477 -2.14549787274239 0.511166620151134 -4.19725738763624 2.70166829001438e-05 0.00090935343657536
"AT1G05780" 327.890579623537 0.507042252141135 0.131687089126275 3.85035659536017 0.000117945973595648 0.00290708742538608
"AT1G05783" 133.247473769002 0.559388993789637 0.195057652673529 2.86781362393351 0.00413318932021063 0.0393147577388524
"AT1G05805" 2138.18428000923 -0.431925943990681 0.0864150832126945 -4.99827030111833 5.784685998649e-07 3.70156335935529e-05
"AT1G05820" 318.711658665997 -0.938772535719646 0.184302112260955 -5.09366129450772 3.51213983153388e-07 2.45659942811073e-05
"AT1G05830" 3437.80948548945 0.287850786547211 0.0992177583164793 2.90120227902187 0.00371733831780641 0.0363258017190956
"AT1G05835" 1629.59940104631 -0.506375695310941 0.110341845989255 -4.58915374100458 4.45046568242864e-06 0.000207735965280817
"AT1G06000" 368.397883062649 -0.422708177070867 0.13740187995611 -3.0764366339521 0.00209490824600576 0.0243486042245341
"AT1G06040" 2911.02607706304 0.318579052346427 0.0892254109254537 3.57049689143595 0.000356304683036774 0.00679692766363026
"AT1G06050" 840.673102224763 0.511378134703456 0.125853724451061 4.06327374842456 4.83892240964578e-05 0.00145806184690129
"AT1G06080" 1925.48565657874 0.485514160149661 0.143362582619199 3.38661700479607 0.000707600957490192 0.0113743557638796
"AT1G06090" 340.266238259718 -0.456367420838778 0.157123348413337 -2.90451689992142 0.00367820345561173 0.0360272139983635
"AT1G06135" 13.06109389021 -4.64848276955498 1.44521385130413 -3.21646707534686 0.00129779424020424 0.0173029327091226
"AT1G06350" 91.4998289704492 -1.10679551442531 0.240142838101391 -4.60890494663852 4.04795332170548e-06 0.000191247320018588
"AT1G06390" 3854.34746314083 -0.350530711762613 0.0769139426996369 -4.55744042574309 5.1780770726923e-06 0.000234645469216243
"AT1G06640" 3463.01295885231 0.560919228401979 0.117061659697617 4.79165620794115 1.65410162536018e-06 8.98073078272479e-05
"AT1G07040" 6758.03817238732 -0.201372792363717 0.0720163405036262 -2.79620973456124 0.00517058337047463 0.0464097217206532
"AT1G07080" 3102.32728647631 0.246939686760042 0.0808058513566193 3.05596293602831 0.00224338985868134 0.0255766209439088
"AT1G07280" 521.782703874461 -0.556789444898055 0.138249066851885 -4.02743727373277 5.6388104131018e-05 0.00163154251108034
"AT1G07640" 1118.31780801815 -0.33085786872408 0.0969565926276344 -3.41243292237746 0.000643857705614153 0.0106284434295995
"AT1G07710" 130.656027164014 -1.1318940355429 0.233642752233765 -4.8445501720953 1.26898849415796e-06 7.19155231287768e-05
"AT1G07820" 1584.73117437032 0.270241598595352 0.0725557352754145 3.72460698757364 0.000195619738311264 0.0042702670522455
"AT1G07960" 1584.48777139941 0.384183957224479 0.118653338261959 3.23786892852767 0.00120426122737872 0.0163770848879344
"AT1G08060" 2496.81990957965 0.198368469453348 0.0682883675998704 2.9048647145246 0.00367411869170938 0.0360174968717571
"AT1G08450" 1790.35254033452 0.342844477462393 0.105036136548522 3.26406214783058 0.00109827071866657 0.0152373473724696
"AT1G08770" 1117.15865795018 0.549653299919274 0.11314179390315 4.85809249577377 1.18522042269514e-06 6.83262929871751e-05
"AT1G08910" 995.701391469617 -0.32414229575167 0.0944892231721395 -3.43046841607694 0.000602540113306498 0.0101185034745025
"AT1G09140" 4194.46068394734 0.295095949782014 0.0660884275517749 4.46516827096287 8.00058461157128e-06 0.000340675716220692
"AT1G09200" 1002.93385764739 0.344051522255712 0.0901075406097576 3.81823230250783 0.000134411329912264 0.003194600710527
